"Raw_Param","Readable_Name","Type","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"attributenodes[1, 1]","949062 - Theta","Student Mastery",0.781837548070961,0.837655476834399,-1.02621219375035,0.805856230916817,2.39072132025291,1,1553
"attributenodes[2, 1]","489935 - Theta","Student Mastery",-0.712700350866428,0.788415317459193,-2.28695027093729,-0.733288378164406,0.827623324201471,1,1948
"attributenodes[3, 1]","546995 - Theta","Student Mastery",0.624116619202937,0.717460441431174,-1.01471362171948,0.68611018180226,1.91928150829016,1,1718
"attributenodes[4, 1]","291341 - Theta","Student Mastery",-1.08856788915249,0.712415723335746,-2.57590683518979,-1.05989303083986,0.237444335513886,1,3441
"attributenodes[5, 1]","773245 - Theta","Student Mastery",0.112148033598218,0.506735365047987,-0.878893566722017,0.120217706320565,1.09457619650997,1,3909
"attributenodes[6, 1]","569699 - Theta","Student Mastery",-1.04664705128099,0.722507998921402,-2.48383213422726,-1.02237557355573,0.337558770561212,1,2817
"attributenodes[7, 1]","207712 - Theta","Student Mastery",-0.636592377879171,0.636971041628125,-1.92212282216277,-0.639280362834985,0.614126924397426,1,3052
"attributenodes[8, 1]","072657 - Theta","Student Mastery",-0.945418557571795,0.817531979621913,-2.46353367979932,-0.981852478413869,0.902394203002219,1,1512
"attributenodes[9, 1]","611131 - Theta","Student Mastery",1.12077136198483,0.660170075463034,-0.100308578218793,1.07622352513978,2.5658264775871,1,3096
"attributenodes[10, 1]","751398 - Theta","Student Mastery",-0.481311296675218,0.733687420579021,-2.12471281695899,-0.411528660922434,0.746868912087607,1,2219
"attributenodes[11, 1]","140783 - Theta","Student Mastery",0.865585019163673,0.750807443224874,-0.621991360457782,0.858805397764519,2.37790129431129,1.01,2127
"attributenodes[12, 1]","967697 - Theta","Student Mastery",-0.732675336389238,0.719198059431452,-2.25660326343625,-0.687180944260042,0.590153441304263,1,2420
"attributenodes[13, 1]","388799 - Theta","Student Mastery",0.436108329129662,0.73335957963855,-0.887139246550722,0.378145089650197,2.06565619305036,1.01,1735
