"Raw_Param","Readable_Name","Type","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"attributenodes[1, 1]","949062 - Theta","Student Mastery",0.308468341849697,0.400284816681369,-0.454882436248428,0.297465424612178,1.1046997619425,1,3998
"attributenodes[2, 1]","489935 - Theta","Student Mastery",-0.275640490618295,0.399714210436432,-1.06007654402958,-0.272892749550062,0.505879545274607,1,4044
"attributenodes[3, 1]","546995 - Theta","Student Mastery",-0.260629383187325,0.398340040666395,-1.06543637991837,-0.254216467023277,0.495347210332629,1,4041
"attributenodes[4, 1]","291341 - Theta","Student Mastery",-1.41557825225731,0.501902730018318,-2.47455435584144,-1.39605970752183,-0.514923549222702,1,3824
"attributenodes[5, 1]","773245 - Theta","Student Mastery",-0.204562327599982,0.393024252386819,-0.974962407892826,-0.206495775520944,0.559236131276328,1,3859
"attributenodes[6, 1]","569699 - Theta","Student Mastery",-0.9331287024052,0.44686689095469,-1.85706935003622,-0.923271971583006,-0.0851024888827972,1.01,3986
"attributenodes[7, 1]","207712 - Theta","Student Mastery",0.254792784533862,0.395424837868564,-0.528070315338942,0.256910408934431,1.03422608695745,1,4252
"attributenodes[8, 1]","072657 - Theta","Student Mastery",-0.450440658973246,0.405834848719389,-1.25998432268451,-0.442283181631562,0.341355906125498,1,4114
"attributenodes[9, 1]","611131 - Theta","Student Mastery",0.507711397151208,0.413965394747235,-0.286206741973948,0.501741590702128,1.3699843871142,1,3926
"attributenodes[10, 1]","751398 - Theta","Student Mastery",-1.0865262827114,0.459299734926972,-2.03212912892074,-1.06900065242334,-0.227002355312838,1,4042
"attributenodes[11, 1]","140783 - Theta","Student Mastery",0.27540664361502,0.401671134843571,-0.512271719166399,0.272262293599377,1.05879749745806,1,4082
"attributenodes[12, 1]","967697 - Theta","Student Mastery",-0.418539285664434,0.405500226547513,-1.23588362588516,-0.405448396829452,0.344681202978249,1,4172
"attributenodes[13, 1]","388799 - Theta","Student Mastery",0.554295275369262,0.415469691322273,-0.247117510029208,0.541900680803924,1.38370263806389,1,4016
"attributenodes[14, 1]","217798 - Theta","Student Mastery",-0.324059627813337,0.394394740880737,-1.13250549463283,-0.318756203103854,0.443092367093852,1,4091
"attributenodes[15, 1]","006198 - Theta","Student Mastery",-0.704819081271608,0.417161062083338,-1.55931463253608,-0.689371653432574,0.0961504109128909,1,4233
"attributenodes[16, 1]","051827 - Theta","Student Mastery",0.575258122533837,0.413798487630535,-0.202856157233588,0.571220042735747,1.41396187925132,1,3821
"attributenodes[17, 1]","961714 - Theta","Student Mastery",-0.0686658149573043,0.394569229916886,-0.853438603853602,-0.0653462594669944,0.702073297051273,1,4165
"attributenodes[18, 1]","379967 - Theta","Student Mastery",0.860005878270277,0.429026171733263,0.0549159037862011,0.854597220219093,1.73300588351502,1,4239
